X0	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16
MGI	MGI:107252	Nsun2	acts_upstream_of_or_within	GO:0048820	PMID:25340873	IMP	MGI:MGI:4432654	P	NOL1/NOP2/Sun domain family member 2	Misu	protein_coding_gene	taxon:10090	20161221	MGI		
MGI	MGI:108061	Wnt10b	acts_upstream_of_or_within	GO:0051885	PMID:18155657	IDA		P	wingless-type MMTV integration site family, member 10B	Wnt12	protein_coding_gene	taxon:10090	20100716	MGI	positively_regulates(GO:0042640)	
MGI	MGI:108061	Wnt10b	acts_upstream_of	GO:0042640	PMID:18155657	IDA		P	wingless-type MMTV integration site family, member 10B	Wnt12	protein_coding_gene	taxon:10090	20100716	MGI	occurs_in(EMAPA:36498)	
MGI	MGI:108075	Smo	acts_upstream_of_or_within	GO:0051799	PMID:17199044	IMP	MGI:MGI:1934268,MGI:MGI:2445832	P	smoothened, frizzled class receptor	E130215L21Rik	protein_coding_gene	taxon:10090	20110622	MGI	negatively_regulates(GO:0001942)	
MGI	MGI:108075	Smo	acts_upstream_of_or_within	GO:0031069	PMID:17199044	IMP	MGI:MGI:1934268,MGI:MGI:2445832	P	smoothened, frizzled class receptor	E130215L21Rik	protein_coding_gene	taxon:10090	20110622	MGI		
MGI	MGI:108075	Smo	acts_upstream_of	GO:0001942	PMID:17199044	IMP	MGI:MGI:1934268,MGI:MGI:2445832	P	smoothened, frizzled class receptor	E130215L21Rik	protein_coding_gene	taxon:10090	20110622	MGI	results_in_development_of(EMAPA:18771)	
MGI	MGI:108474	Fzd6	acts_upstream_of_or_within	GO:0001942	PMID:15169958	IMP	MGI:MGI:3050106	P	frizzled class receptor 6	Fz6	protein_coding_gene	taxon:10090	20100831	MGI		
MGI	MGI:108474	Fzd6	acts_upstream_of_or_within	GO:0001942	PMID:17172440	IMP	MGI:MGI:3050103	P	frizzled class receptor 6	Fz6	protein_coding_gene	taxon:10090	20100831	MGI		
MGI	MGI:109284	Psen2	acts_upstream_of_or_within	GO:0042640	PMID:15525534	IGI	MGI:MGI:1202717	P	presenilin 2	ALG-3|PS-2|PS2|Ad4h	protein_coding_gene	taxon:10090	20050203	MGI	occurs_in(EMAPA:32792)	
MGI	MGI:109284	Psen2	acts_upstream_of_or_within	GO:0001942	PMID:10557208	IGI	MGI:MGI:1202717	P	presenilin 2	ALG-3|PS-2|PS2|Ad4h	protein_coding_gene	taxon:10090	20071218	MGI		
MGI	MGI:109617	Barx2	acts_upstream_of_or_within	GO:0042637	PMID:15728386	IMP	MGI:MGI:3574438	P	BarH-like homeobox 2	Barx2b|2310006E12Rik	protein_coding_gene	taxon:10090	20050505	MGI	occurs_in(EMAPA:35246)	
MGI	MGI:1099438	Nsdhl	acts_upstream_of_or_within	GO:0001942	PMID:4435359	IMP	MGI:MGI:1857776	P	NAD(P) dependent steroid dehydrogenase-like	XAP104|H105E3|Str|Bpa|striated|bare patches	protein_coding_gene	taxon:10090	20061023	MGI	results_in_development_of(EMAPA:18771)	
MGI	MGI:1099809	Fgf10	acts_upstream_of_or_within	GO:0031069	PMID:11062007	IMP	MGI:MGI:1859647	P	fibroblast growth factor 10	FGF-10|AEY17|Gsfaey17	protein_coding_gene	taxon:10090	20100604	MGI		
MGI	MGI:1100883	Celsr1	acts_upstream_of_or_within	GO:0001942	PMID:18849982	IMP	MGI:MGI:2668337	P	cadherin, EGF LAG seven-pass G-type receptor 1	Scy|Crsh|crash|Adgrc1	protein_coding_gene	taxon:10090	20101203	MGI	results_in_development_of(EMAPA:18771)	
MGI	MGI:1195272	Eda	acts_upstream_of_or_within	GO:0060789	PMID:19619491	IGI	MGI:MGI:88276	P	ectodysplasin-A	Ed1|EDA1|Eda-A1|Eda-A2	protein_coding_gene	taxon:10090	20100628	MGI	results_in_formation_of(EMAPA:17525)	
MGI	MGI:1195272	Eda	acts_upstream_of_or_within	GO:0001942	PMID:544312	IMP	MGI:MGI:1856197	P	ectodysplasin-A	Ed1|EDA1|Eda-A1|Eda-A2	protein_coding_gene	taxon:10090	20070321	MGI	results_in_development_of(EMAPA:17529)	
MGI	MGI:1195272	Eda	acts_upstream_of_or_within	GO:0001942	PMID:18689798	IGI	MGI:MGI:1352474	P	ectodysplasin-A	Ed1|EDA1|Eda-A1|Eda-A2	protein_coding_gene	taxon:10090	20090714	MGI		
MGI	MGI:1195272	Eda	acts_upstream_of_or_within	GO:0001942	PMID:18689798	IMP	MGI:MGI:1856197	P	ectodysplasin-A	Ed1|EDA1|Eda-A1|Eda-A2	protein_coding_gene	taxon:10090	20090714	MGI		
MGI	MGI:1202717	Psen1	acts_upstream_of_or_within	GO:0042640	PMID:15525534	IGI	MGI:MGI:109284	P	presenilin 1	S182|PS1|presenilin-1|PS-1|Ad3h	protein_coding_gene	taxon:10090	20050203	MGI	occurs_in(EMAPA:32792)	
MGI	MGI:1298228	Foxq1	acts_upstream_of_or_within	GO:0031069	PMID:11309849	IMP	MGI:MGI:2176727	P	forkhead box Q1	HFH-1|Hfh1l|sa|Hfh1	protein_coding_gene	taxon:10090	20041124	MGI		
MGI	MGI:1329040	Dkk1	acts_upstream_of_or_within	GO:0001942	PMID:16682203	IDA		P	dickkopf WNT signaling pathway inhibitor 1	mdkk-1	protein_coding_gene	taxon:10090	20110411	MGI	results_in_development_of(EMAPA:18771)	
MGI	MGI:1330810	Trp63	acts_upstream_of_or_within	GO:0001942	PMID:16410075	IMP	MGI:MGI:1934269	P	transformation related protein 63	KET protein|p73L|p63|Trp53rp1|TAp63|p51/p63|deltaNp63	protein_coding_gene	taxon:10090	20060414	MGI	results_in_development_of(EMAPA:17529)	
MGI	MGI:1330810	Trp63	acts_upstream_of_or_within	GO:0001942	PMID:25503409	IMP	MGI:MGI:5882553	P	transformation related protein 63	KET protein|p73L|p63|Trp53rp1|TAp63|p51/p63|deltaNp63	protein_coding_gene	taxon:10090	20170927	MGI		
MGI	MGI:1330810	Trp63	acts_upstream_of_or_within	GO:0031069	PMID:16524929	IMP	MGI:MGI:1934580	P	transformation related protein 63	KET protein|p73L|p63|Trp53rp1|TAp63|p51/p63|deltaNp63	protein_coding_gene	taxon:10090	20060522	MGI		
MGI	MGI:1338944	Acvr1b	acts_upstream_of_or_within	GO:0001942	PMID:16127153	IMP		P	activin A receptor, type 1B	ActR-IB|Acvrlk4|ActRIB|SKR2|Alk4	protein_coding_gene	taxon:10090	20060913	MGI		
MGI	MGI:1339999	Krt27	acts_upstream_of_or_within	GO:0031069	PMID:17920809	IMP	MGI:MGI:1856138	P	keratin 27	Krt1-c29|mIRSa3.1|stpm	protein_coding_gene	taxon:10090	20080612	MGI		
MGI	MGI:1341787	Trpv1	acts_upstream_of_or_within	GO:0042637	PMID:16645591	IMP	MGI:MGI:1934023	P	transient receptor potential cation channel, subfamily V, member 1	capsaicin receptor|VR-1|OTRPC1|Vr1	protein_coding_gene	taxon:10090	20081007	MGI	occurs_in(EMAPA:18771)	
MGI	MGI:1341817	Lgr5	acts_upstream_of_or_within	GO:0001942	PMID:24680895	IGI	MGI:MGI:1891468	P	leucine rich repeat containing G protein coupled receptor 5	Gpr49	protein_coding_gene	taxon:10090	20141201	MGI		
MGI	MGI:1343498	Edar	acts_upstream_of_or_within	GO:0001942	PMID:544312	IGI	MGI:MGI:1931001	P	ectodysplasin-A receptor		protein_coding_gene	taxon:10090	20070321	MGI	results_in_development_of(EMAPA:18769)	
MGI	MGI:1343498	Edar	acts_upstream_of_or_within	GO:0001942	PMID:544312	IMP	MGI:MGI:1856017	P	ectodysplasin-A receptor		protein_coding_gene	taxon:10090	20070321	MGI	results_in_development_of(EMAPA:35246)	
MGI	MGI:1352474	Tnfrsf19	acts_upstream_of_or_within	GO:0001942	PMID:18689798	IGI	MGI:MGI:1195272	P	tumor necrosis factor receptor superfamily, member 19	TAJ|Troy|TAJ-ALPHA|TRADE	protein_coding_gene	taxon:10090	20090714	MGI		
MGI	MGI:1353500	Foxe1	acts_upstream_of_or_within	GO:0031069	PMID:15367491	IMP	MGI:MGI:2181780	P	forkhead box E1	Titf2|thyroid transcription factor 2	protein_coding_gene	taxon:10090	20041214	MGI		
MGI	MGI:1861749	Nom1	acts_upstream_of_or_within	GO:0048820	PMID:25340873	IMP	MGI:MGI:4841092	P	nucleolar protein with MIF4G domain 1	LOC381627|D5Kng1|Gm1040	protein_coding_gene	taxon:10090	20161221	MGI		
MGI	MGI:1890508	Zmpste24	acts_upstream_of_or_within	GO:0001942	PMID:11923874	IMP	MGI:MGI:2180033	P	zinc metallopeptidase, STE24	A530043O15Rik	protein_coding_gene	taxon:10090	20180823	MGI		
MGI	MGI:1891468	Lgr4	acts_upstream_of_or_within	GO:0001942	PMID:24680895	IMP		P	leucine-rich repeat-containing G protein-coupled receptor 4	A930009A08Rik|Gpr48|A330106J01Rik	protein_coding_gene	taxon:10090	20141201	MGI		
MGI	MGI:1891468	Lgr4	acts_upstream_of_or_within	GO:0001942	PMID:24680895	IGI	MGI:MGI:1341817	P	leucine-rich repeat-containing G protein-coupled receptor 4	A930009A08Rik|Gpr48|A330106J01Rik	protein_coding_gene	taxon:10090	20141201	MGI		
MGI	MGI:1913292	Sostdc1	acts_upstream_of_or_within	GO:0031069	PMID:22509524	IMP	MGI:MGI:3604658	P	sclerostin domain containing 1	Sostl|ectodin|USAG-1|Wise	protein_coding_gene	taxon:10090	20130307	MGI		
MGI	MGI:1913955	Dnase1l2	acts_upstream_of_or_within	GO:0001942	PMID:21307874	IMP	MGI:MGI:5308556	P	deoxyribonuclease 1-like 2	4733401H14Rik	protein_coding_gene	taxon:10090	20140501	MGI		
MGI	MGI:1915518	Zdhhc21	acts_upstream_of_or_within	GO:0001942	PMID:19956733	IMP	MGI:MGI:1856841	P	zinc finger, DHHC domain containing 21	9130404H11Rik|D130004H04Rik|dep	protein_coding_gene	taxon:10090	20111116	MGI		
MGI	MGI:1918060	Krt25	acts_upstream_of_or_within	GO:0031069	PMID:17920809	IMP	MGI:MGI:3707007	P	keratin 25	4631426H08Rik|mIRSa1	protein_coding_gene	taxon:10090	20080612	MGI		
MGI	MGI:1919163	Tmem79	acts_upstream_of_or_within	GO:0031069	PMID:24084074	IMP	MGI:MGI:1856947	P	transmembrane protein 79	2310074C17Rik|2310042N02Rik|mattrin|ma|Matt	protein_coding_gene	taxon:10090	20140417	MGI		
MGI	MGI:1923810	Prss8	acts_upstream_of_or_within	GO:0001942	MGI:MGI:48632	IMP	MGI:MGI:1856875	P	protease, serine 8 (prostasin)	2410039E18Rik|CAP1|mCAP1|fr	protein_coding_gene	taxon:10090	20061012	MGI		
MGI	MGI:1927144	Sav1	acts_upstream_of_or_within	GO:0001942	PMID:18369314	IMP	MGI:MGI:3790763	P	salvador family WW domain containing 1	WW45|1700040G09Rik|Salv	protein_coding_gene	taxon:10090	20110425	MGI	results_in_development_of(EMAPA:18771)	
MGI	MGI:1930751	Trpc4ap	acts_upstream_of_or_within	GO:0048820	PMID:25340873	IMP	MGI:MGI:4362238	P	transient receptor potential cation channel, subfamily C, member 4 associated protein	Trp4-associated protein TAP1|Trrp4ap|D2Ertd113e|4833429F06Rik	protein_coding_gene	taxon:10090	20161221	MGI		
MGI	MGI:1931001	Edaradd	acts_upstream_of_or_within	GO:0001942	PMID:544312	IGI	MGI:MGI:1343498	P	EDAR (ectodysplasin-A receptor)-associated death domain	1810032E07Rik|5830469M23Rik	protein_coding_gene	taxon:10090	20070321	MGI	results_in_development_of(EMAPA:18769)	
MGI	MGI:2135272	Vangl2	acts_upstream_of_or_within	GO:0001942	PMID:18849982	IMP	MGI:MGI:1857642	P	VANGL planar cell polarity 2	Lpp1|C530001F03Rik|ska<m17Jus>|strabismus|Ltap|loop-tail|ska17|Lootl	protein_coding_gene	taxon:10090	20101203	MGI	results_in_development_of(EMAPA:18771)	
MGI	MGI:2138271	Gorab	acts_upstream_of_or_within	GO:0031069	PMID:26967474	IMP		P	golgin, RAB6-interacting	NTKL-BP1|Scyl1bp1	protein_coding_gene	taxon:10090	20160622	MGI	occurs_in(CL:0000057),occurs_in(EMAPA:17525)	
MGI	MGI:2151839	Mreg	acts_upstream_of_or_within	GO:0042640	PMID:15550542	IMP	MGI:MGI:1856847	P	melanoregulin	LOC381269|dsu|Wdt2	protein_coding_gene	taxon:10090	20050207	MGI	occurs_in(EMAPA:18769)	
MGI	MGI:2157767	Krtap21-1	acts_upstream_of_or_within	GO:0042640	PMID:17151017	IMP	MGI:MGI:3696958	P	keratin associated protein 21-1	1110017B05Rik|Krtap16-7	protein_coding_gene	taxon:10090	20070820	MGI		
MGI	MGI:2157767	Krtap21-1	acts_upstream_of_or_within	GO:0001942	PMID:17151017	IMP	MGI:MGI:3696958	P	keratin associated protein 21-1	1110017B05Rik|Krtap16-7	protein_coding_gene	taxon:10090	20070820	MGI		
MGI	MGI:2177178	Dicer1	acts_upstream_of_or_within	GO:0031069	PMID:16682203	IMP	MGI:MGI:3641051	P	dicer 1, ribonuclease type III	1110006F08Rik|D12Ertd7e|Dicer1	protein_coding_gene	taxon:10090	20110411	MGI		
MGI	MGI:2177178	Dicer1	acts_upstream_of_or_within	GO:0001942	PMID:16682203	IMP	MGI:MGI:3641051	P	dicer 1, ribonuclease type III	1110006F08Rik|D12Ertd7e|Dicer1	protein_coding_gene	taxon:10090	20110411	MGI	results_in_development_of(EMAPA:18771)	
